,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
5658,12814,Josh Minott,MIN,20,203.2,92.98636,Memphis,USA,2022,2,45,15,3.1,1.7,0.3,10.4,0.054,0.1939999999999999,0.176,0.5820000000000001,0.065,2022-23
5659,12815,Josh Okogie,PHX,24,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,72,7.3,3.5,1.5,4.9,0.078,0.102,0.174,0.531,0.104,2022-23
5660,12816,Josh Richardson,NOP,29,198.12,90.7184,Tennessee,USA,2015,2,40,65,10.1,2.7,2.7,-5.2,0.026,0.087,0.18,0.555,0.16,2022-23
5661,12817,Joshua Primo,SAS,20,198.12,85.728888,Alabama,Canada,2021,1,12,4,7.0,3.3,4.5,1.7,0.019,0.113,0.173,0.467,0.237,2022-23
5662,12818,Johnny Juzang,UTA,22,198.12,94.800728,UCLA,USA,Undrafted,Undrafted,Undrafted,18,4.8,2.2,0.4,-17.7,0.0289999999999999,0.122,0.187,0.411,0.051,2022-23
5663,12819,Johnny Davis,WAS,21,193.04,88.45044,Wisconsin,USA,2022,1,10,28,5.8,2.3,1.0,-6.2,0.02,0.125,0.192,0.446,0.1,2022-23
5664,12820,John Wall,LAC,32,190.5,95.25432,Kentucky,USA,2010,1,1,34,11.4,2.7,5.2,-6.6,0.018,0.096,0.259,0.497,0.38,2022-23
5665,12821,John Konchar,MEM,27,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,72,5.1,4.3,1.4,7.0,0.04,0.152,0.1,0.542,0.082,2022-23
5666,12822,Jaylen Brown,BOS,26,198.12,101.151016,California,USA,2016,1,3,67,26.6,6.9,3.5,5.4,0.032,0.152,0.307,0.581,0.163,2022-23
5667,12823,Jaylen Nowell,MIN,23,193.04,91.171992,Washington,USA,2019,2,43,65,10.8,2.6,2.0,0.0,0.0279999999999999,0.107,0.238,0.527,0.156,2022-23
5668,12824,Jaylin Williams,OKC,21,205.74,108.86208,Arkansas,USA,2022,2,34,49,5.9,4.9,1.6,-4.6,0.045,0.23,0.133,0.5589999999999999,0.109,2022-23
5669,12825,Jayson Tatum,BOS,25,203.2,95.25432,Duke,USA,2017,1,3,74,30.1,8.8,4.6,8.5,0.0289999999999999,0.2,0.319,0.607,0.205,2022-23
5670,12826,Jeenathan Williams,POR,24,195.58,92.98636,Buffalo,USA,Undrafted,Undrafted,Undrafted,5,10.6,3.0,2.0,-11.0,0.07,0.039,0.139,0.657,0.1,2022-23
5671,12827,Jeff Dowtin Jr.,TOR,26,190.5,80.28578399999998,Rhode Island,USA,Undrafted,Undrafted,Undrafted,25,2.4,0.9,1.2,-0.6,0.022,0.069,0.106,0.5,0.154,2022-23
5672,12828,Jeff Green,DEN,36,203.2,106.59412,Georgetown,USA,2007,1,5,56,7.8,2.6,1.2,-8.0,0.035,0.096,0.1669999999999999,0.5760000000000001,0.095,2022-23
5673,12829,Jerami Grant,POR,29,203.2,95.25432,Syracuse,USA,2014,2,39,63,20.5,4.5,2.4,-1.2,0.025,0.104,0.2269999999999999,0.606,0.103,2022-23
5674,12830,Jeremiah Robinson-Earl,OKC,22,203.2,108.86208,Villanova,USA,2021,2,32,43,6.8,4.2,1.0,-0.9,0.082,0.129,0.143,0.5479999999999999,0.069,2022-23
5675,12831,Jay Huff,WAS,25,215.9,108.86208,Virginia,USA,Undrafted,Undrafted,Undrafted,7,7.3,3.0,1.4,-1.1,0.06,0.153,0.155,0.7959999999999999,0.135,2022-23
5676,12832,Jeremy Sochan,SAS,20,203.2,104.32616,Baylor,Poland,2022,1,9,56,11.0,5.3,2.5,-7.0,0.06,0.14,0.195,0.509,0.132,2022-23
5677,12833,Jevon Carter,MIL,27,185.42,90.7184,West Virginia,USA,2018,2,32,81,8.0,2.5,2.4,1.9,0.018,0.084,0.149,0.56,0.15,2022-23
5678,12834,Jimmy Butler,MIA,33,200.66,104.32616,Marquette,USA,2011,1,30,64,22.9,5.9,5.3,1.2,0.068,0.121,0.248,0.647,0.264,2022-23
5679,12835,Jock Landale,PHX,27,210.82,115.66596,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,69,6.6,4.1,1.0,7.9,0.114,0.1639999999999999,0.182,0.595,0.1009999999999999,2022-23
5680,12836,Joe Harris,BKN,31,198.12,99.79024,Virginia,USA,2014,2,33,74,7.6,2.2,1.4,-1.0,0.016,0.089,0.141,0.621,0.091,2022-23
5681,12837,Joe Ingles,MIL,35,205.74,99.79024,,Australia,Undrafted,Undrafted,Undrafted,46,6.9,2.8,3.3,2.5,0.012,0.102,0.122,0.616,0.181,2022-23
5682,12838,Joe Wieskamp,TOR,23,198.12,92.98636,Iowa,USA,2021,2,41,9,1.0,0.4,0.3,1.0,0.0,0.068,0.115,0.321,0.083,2022-23
5683,12839,Joel Embiid,PHI,29,213.36,127.00576,Kansas,Cameroon,2014,1,3,66,33.1,10.2,4.2,8.8,0.057,0.243,0.37,0.655,0.233,2022-23
5684,12840,John Butler Jr.,POR,20,213.36,86.18248,Florida State,USA,Undrafted,Undrafted,Undrafted,19,2.4,0.9,0.6,-16.1,0.012,0.065,0.102,0.411,0.066,2022-23
5685,12841,John Collins,ATL,25,205.74,102.511792,Wake Forest,USA,2017,1,19,71,13.1,6.5,1.2,-0.2,0.035,0.18,0.168,0.593,0.052,2022-23
5686,12842,Jericho Sims,NYK,24,208.28,113.398,Texas,USA,2021,2,58,52,3.4,4.7,0.5,-6.7,0.1169999999999999,0.175,0.074,0.78,0.044,2022-23
5687,12843,JaMychal Green,GSW,33,205.74,102.965384,Alabama,USA,Undrafted,Undrafted,Undrafted,57,6.4,3.6,0.9,-8.2,0.087,0.1639999999999999,0.1689999999999999,0.65,0.094,2022-23
